Descripcion;IdArticu;StockActual;FechaUltimaEntrada;FechaCaducidad;Puc;Pmc;Pvp;ProveedorHabitual;Laboratorio
SUPRADYN ACTIVO ADULTOS GUMMIES 50 CARAMELOS DE;164309;11;2023-06-29 00:00:00.000;2024-08-01 00:00:00.000;8.5403696;8.56;12.95; ;P0043
VE NATUR PIERNAS CANSADAS 200 ML;164311;0;2017-08-21 00:00:00.000;NULL;7.4458;7.45;10.2; ;P0376
VISCLEAN ACEITE DE ROSA MOSQUETA 20 ML;164313;0;NULL;NULL;0;0;0; ;P0294
REPEL BITE XTREME 100 ML;164316;12;2023-03-24 00:00:00.000;2024-02-01 00:00:00.000;5.8683;5.81;9.5; ;P0152
EUCERIN EVEN BRIGHTER CLINICO CONCENTRADO REDUCT;164320;0;2017-06-10 00:00:00.000;NULL;24.0411;24.04;33.95; ;P0564
CURE TAPE VENDAJE NEUROMUSCULAR VNM 2.5 M X 5 CM;164321;0;NULL;NULL;0;0;0; ;P1073
JUANOLA PASTILLAS INTENSA 5.4 G;164324;0;2018-09-19 00:00:00.000;NULL;0.76;0.76;1.5; ;P0034
FISIOGEN HIERRO FORTE CAPS 30 CAPS;164328;3;2023-11-20 00:00:00.000;2026-07-01 00:00:00.000;17.64576;17.01;25.95; ;P0611
FISIOGEN HIERRO CAPS 30 CAPS;164330;0;2023-06-27 00:00:00.000;NULL;18.06908;16.91;24.95; ;P0611
PHARMATON COMPLEX CAPSULAS 90 CAPS;164332;0;2021-01-21 00:00:00.000;NULL;20.5754;20.58;28.95; ;P2584
A-DERMA EXOMEGA GEL LIMPIADOR EMOLIENTE 500 ML;164334;2;2023-04-17 00:00:00.000;2024-05-01 00:00:00.000;8.2775;8.28;11.9; ;P0147
AQUILEA VIGOR EL 60 CAPS;164339;2;2023-10-06 00:00:00.000;2026-02-01 00:00:00.000;15.99704;16;23.95; ;P0736
DEVOR OLOR DESODORANTE PIES POLVOS 100 G 2 U;164341;0;2016-02-09 00:00:00.000;NULL;7.0041;7;9.5; ;P0692
CEPILLO DENTAL ADULTO GINGILACER SUAVE;164407;12;2023-10-26 00:00:00.000;2027-08-01 00:00:00.000;2.794068;2.83;4.2; ;P0318
NEOGENIC TTO RENACIMIENTO CAPILAR DENSIFICA 28 M;164411;0;2015-12-10 00:00:00.000;NULL;38.61;59.31;87; ;P0124
NEOGENIC TTO RENACIMIENTO CAPILAR DENSIFICA 14 M;164412;0;NULL;NULL;0;0;0; ;P0124
EUCERIN DERMOCAPILLAIRE CHAMPU ANTICASPA GRASA 2;164432;0;NULL;NULL;0;0;0; ;P0564
NESTLE IOGOLINO MINI 60 G 6 TARRINAS PERA;164460;0;2022-06-10 00:00:00.000;NULL;2.12;2.12;2.6; ;P0420
NESTLE IOGOLINO NATILLAS DE VAINILLA100 G 4 TARR;164462;0;2022-09-02 00:00:00.000;2023-07-01 00:00:00.000;2.27;2.17;2.8; ;P0420
NESTLE MERIENDA FRUTAS SELEC CON GALLETAS;164464;0;2018-04-24 00:00:00.000;NULL;1.51504;1.52;1.95; ;P0420
NESTLE PEQUE MERIENDA POSTRE 6 FRUTAS C/GALLETAS;164465;0;2020-03-20 00:00:00.000;NULL;0.86;0.86;1.25; ;P0420
NESTLE PEQUE MERIENDA MANZANA/MELOCOTON GALLETAS;164466;0;2016-02-12 00:00:00.000;NULL;1.515;1.52;1.95; ;P0420
BIO EXTRACTO DE SEMILLAS DE POMELO 50 ML;164488;0;NULL;NULL;0;0;0; ;P0409
ORTOLACER GEL DENTIFRICO 75 ML LIMA FRESCA;164502;9;2023-07-21 00:00:00.000;2024-07-01 00:00:00.000;4.4702564;4.42;6.5; ;P0318
ORTOLACER COLUTORIO 500 ML LIMA FRESCA;164503;3;2023-07-21 00:00:00.000;NULL;7.469147;7.45;10.95; ;P0318
MEDELA BIBERON CALMA 0 BPA PP 150 ML;164513;1;2023-09-06 00:00:00.000;2024-05-01 00:00:00.000;12.92288;12.92;16.95; ;P0423
MEDELA BIBERON CALMA 0 BPA PP 250 ML;164514;0;2018-11-16 00:00:00.000;NULL;12.4938;12.49;19.95; ;P0423
MEDELA TETINA CALMA;164515;1;2023-09-15 00:00:00.000;NULL;11.96376;11.96;17.15; ;P0423
MEDELA CALIENTABIBERON;164516;0;2013-07-02 00:00:00.000;NULL;37.43;37.43;69.95; ;P0423
GLAAN CONDRALACT CHAMPU 250 ML;164521;0;2019-07-22 00:00:00.000;NULL;7.2313;0;10.5; ;P0679
GLAAN CONDRALACT AMPOLLAS 15 AMPOLLAS;164522;0;2016-12-16 00:00:00.000;NULL;23.351;23.35;33.95; ;P0679
SKINCEUTICALS BRIGHTENING UV DEFENS SPF 30 ALTA;164524;0;2021-05-20 00:00:00.000;NULL;22.64;22.64;35.9; ;P0510
CUMLAUDE LAB: ADVANCE CHAMPU ULTRADELICADO 500 M;164530;0;2023-10-06 00:00:00.000;NULL;11.87542;11.88;17.75;0006;P0727
TALONERA HERBI FEET SILICONA DUPLO T - M;164551;0;2022-05-29 00:00:00.000;NULL;8.44412;8.44;13.95; ;P0460
QUILIAN ANTISUDOR ROLL-ON 50 ML;164574;1;2023-04-05 00:00:00.000;NULL;4.4729;4.47;7.5; ;P0599
NEOSITRIN CHAMPU 100 ML;164607;5;2023-10-15 00:00:00.000;2025-05-01 00:00:00.000;0;0;10.95; ;P0805
GINDOXI OVULOS VAGINALES 10 OVULOS 2 G;164610;1;2023-08-30 00:00:00.000;2024-05-01 00:00:00.000;13.86938;13.87;19.95; ;P1645
JERINGA DE INSULINA C/A ICO PLUS 3 1 ML G 25 A:0;164624;-2;2019-02-16 00:00:00.000;NULL;0.4567;0.46;0.67; ;P0906
BIOTTA JUGO DE ARANDANOS ROJOS 500 ML;164634;0;2018-02-09 00:00:00.000;NULL;4.1441;4.14;6.5; ;P1197
BIOTTA JUGO DE FRUTAS VITA 7 500 ML;164636;0;2018-02-09 00:00:00.000;NULL;3.0412;3.04;4.95; ;P1197
BIOTTA JUGO DE ZANAHORIA 500 ML;164644;0;2018-02-09 00:00:00.000;NULL;2.4619;2.46;3.95; ;P1197
BLISTEX LIP BRILLIANCE 4,25 G;164649;2;2023-11-18 00:00:00.000;NULL;3.01618;3.02;4.65; ;P0692
FAJA TRAUMAFLEX TORACICA MASCULINA T- GDE;164654;0;2020-12-31 00:00:00.000;NULL;16.1908;16.19;23.5; ;P0937
FAJA TORACICA ACTIMOVE COSTA MUJER T- UNICA;164655;0;2023-02-22 00:00:00.000;NULL;21.24398;21.24;31; ;P0937
BANDA CON ALMOHADILLA COMODIGEL HERBI FEET ELAST;164661;0;NULL;NULL;0;0;0; ;P0460
ONYA ACEITE CORPORAL SECO 200 ML;164664;0;2019-07-17 00:00:00.000;NULL;13.409;13.41;19.95; ;P0583
LIPOGRASIL COMP RECUBIERTOS 50 COMP;164705;28;2023-09-05 00:00:00.000;2026-03-01 00:00:00.000;7.7646;7.79;12.5; ;P0609
CALMATOPIC STICK 14 G;164706;0;2018-06-07 00:00:00.000;NULL;6.9536;6.95;9.95; ;P0599
JERINGA DE INSULINA S/A 100 UI ICO (PLUS 3 1 ML;164707;0;2021-05-27 00:00:00.000;NULL;0.1704;0.26;0.5;0159;P0906
BICARBONATO SODICO SERRA 180 G;164709;1;2023-11-18 00:00:00.000;2028-10-01 00:00:00.000;2.1723;2.17;4.2; ; 
GUANTES NITRILO PEHA-SOFT T-S 100 U.;164710;3;2022-05-13 00:00:00.000;2024-07-01 00:00:00.000;11.782;11.62;15.95; ;P0577
GUANTES NITRILO PEHA-SOFT T-M 100 U.;164711;8;2023-09-21 00:00:00.000;2025-06-01 00:00:00.000;10.18163932;10.18;13.95; ;P0577
GUANTES NITRILO PEHA-SOFT T-L 100 U.;164712;7;2023-09-21 00:00:00.000;2025-06-01 00:00:00.000;10.18163932;10.33;15.95; ;P0577
ESPARADRAPO HIPOALERGICO OMNIPLAST TEJIDO RESIST;164713;0;2017-05-21 00:00:00.000;NULL;1.8158;1.82;3.3; ;P0577
ESPARADRAPO HIPOALERGICO OMNIPLAST TEJIDO RESIST;164714;0;2016-07-09 00:00:00.000;NULL;1.3675;1.37;3.5; ;P0577
BLEVIT L LAXANTE 150 G;164715;6;2023-06-27 00:00:00.000;2024-05-01 00:00:00.000;9.2462;9.25;12.95; ;P0642
ESPARADRAPO HIPOALERGICO OMNIPLAST TEJIDO RESIST;164717;0;2014-08-27 00:00:00.000;NULL;7.59;4.25;9.95; ;P0577
ELEVADOR DE WC CON REPOSABRAZOS EMO REF 811012;164723;0;2023-08-23 00:00:00.000;NULL;131.8319;131.83;174.95; ;P1195
XLS MEDICAL CAPTAGRASAS 180 COMP;164724;0;2021-05-27 00:00:00.000;NULL;63.7988;63.8;82.93; ;P0883
AVENE SERENAGE UNIFIANT SPF 20 40 ML;164746;0;2020-03-07 00:00:00.000;NULL;31.55;31.55;41.95; ;P0147
BIO - OIL 60 ML;164747;5;2023-10-24 00:00:00.000;2025-01-01 00:00:00.000;7.808625;7.46;11.95; ;P0692
SENSILIS SKIN PERFORMER PRE BASE PERFECCIONADORA;164748;0;2018-12-11 00:00:00.000;NULL;17.2452;17.25;29.95;0006;P0727
TOPICREM AH THEAVIT (RENOVA FORTE);164752;0;2019-05-13 00:00:00.000;NULL;26.443835682;26.44;37.95; ;P1326
MAGNESIO NM 1 G 20 SOBRES;164755;0;2023-09-21 00:00:00.000;NULL;12.59934;12.6;18.3; ;P0002
AINARA GEL HIDRATANTE VAGINAL 30 G;164760;1;2023-11-19 00:00:00.000;NULL;10.04552;10.05;14.95; ;P0709
ARKOFLUIDO ALCACHOFA FORTE AMP BEBIBLES 15 ML 20;164763;62;2023-09-12 00:00:00.000;2024-02-01 00:00:00.000;15.5024;15.32;21.95; ;P1016
COSMOPOR WATERPROOF APOSITO ADHESIVO 10 CM X 8 C;164766;1;2023-08-26 00:00:00.000;2027-07-01 00:00:00.000;6.0713;6.07;11.2; ;P0577
COSMOPOR WATERPROOF APOSITO ADHESIVO 5 UNIDADES;164767;0;2023-04-24 00:00:00.000;NULL;3.899;3.9;5.95; ;P0577
CUMLAUDE LAB: ADVANCE CHAMPU ANTICAIDA 200 ML;164796;0;2018-11-01 00:00:00.000;NULL;8.2409;8.56;12.5;0099;P0727
CUMLAUDE LAB: ADVANCE AMPOLLAS HOMBRE 5 ML 15 U;164797;0;2013-05-06 00:00:00.000;NULL;19.1666;19.17;32.95;0006;P0727
CEPILLO DENTAL ADULTO LACER VIAJE;164799;21;2023-10-26 00:00:00.000;NULL;2.53662;2.54;3.8; ;P0318
EUCERIN PIEL SECA HYAL-UREA 5% CREMA DE DIA ANTI;164810;0;2017-07-07 00:00:00.000;NULL;14.9799;14.98;25.95; ;P0564
BIMANAN COPA CHOCOLATE 210 G;164812;0;2019-08-27 00:00:00.000;NULL;2.1;2.21;3.25; ;P0216
LAMBDAPIL ANTICAIDA CHAMPU 200 ML;164819;0;2018-01-09 00:00:00.000;NULL;10.3365;10.34;13.95; ;P0666
MOVIAL CREMA 100 ML;164820;0;2017-05-18 00:00:00.000;NULL;9.68;9.68;16.95; ;P0245
JELLY KIDS PREVENT 250 ML;164838;0;2023-06-26 00:00:00.000;NULL;9.95916;9.96;16.4; ;P0403
ESPONJA DE BAÑO BETER OVALADA ACRILICA T- PEQ;164848;6;2023-11-17 00:00:00.000;NULL;2.8143;2.81;4.1; ;P0823
VITIS ENCIAS COLUTORIO 500 ML;164916;3;2023-02-24 00:00:00.000;2024-12-01 00:00:00.000;8.97;7.73;9.95;0099;P0734
GENOMASK (FLUIDBASE FILM) MASK MONODOSIS 6 U;164917;5;2023-07-31 00:00:00.000;2025-06-01 00:00:00.000;8.7987;8.86;13.25; ;P0227
ISDIN HYDRATION UREADIN BATH GEL 400 ML;164979;0;2023-05-14 00:00:00.000;NULL;9.9698;9.97;14.95; ;P0666
SONAJERO SUAVINEX GALAXY 3 BOLAS;164980;6;2023-05-02 00:00:00.000;NULL;4.2721224;4.27;6.25; ;P0815
DISCOS DESMAQ ALGODON ACOFAR 80 U;164988;3;2023-11-19 00:00:00.000;NULL;1.1358;1.14;2.95;0001;P0942
COLIPREV GOTAS 15 ML;164989;0;2019-01-05 00:00:00.000;NULL;13.52;13.52;19.95; ;P0670
EXPERT HIALURONICO 30 CAPS;164990;0;2015-09-29 00:00:00.000;NULL;19.7258;19.73;28.95; ;P0493
PELVIMAX MINI ESFERAS DE SILICONA TERAPIA MUSCUL;164998;0;2019-01-28 00:00:00.000;NULL;16.7341;16.73;24.43; ;P1029
A-DERMA DERMALIBOUR+ CREMA REPARADORA 100 ML;165005;1;2023-07-11 00:00:00.000;2025-12-01 00:00:00.000;11.5637;11.56;17.5; ;P0147
PURETE THERMALE DESMAQ. INTEGRAL 3 EN 1 200 ML;165019;0;2020-02-20 00:00:00.000;NULL;9.60382;9.6;14.5; ;P0124
OTC ANTIPIOJOS SIN INSECTICIDA PACK ANTIPIOJOS P;165025;0;2018-07-31 00:00:00.000;NULL;9.566;9.57;17.5; ;P0206
ATOPIC PIEL CREMA FACIAL 50 ML;165026;0;2023-02-13 00:00:00.000;NULL;12.9986;13;18.95; ;P0206
ATOPIC PIEL CREMA CORPORAL 150 ML;165028;0;2019-06-12 00:00:00.000;NULL;12.4938;12.49;17.95; ;P0206
ATOPIC PIEL CREMA CORPORAL EXTREME 150 ML;165029;0;2020-05-28 00:00:00.000;NULL;17.302;17.3;21.95; ;P0206
ATOPIC PIEL LOCION CORPORAL 500 ML;165030;0;2023-02-13 00:00:00.000;NULL;25.75742;25.76;36.95; ;P0206
ATOPIC PIEL CHAMPU CAPILAR 200 ML;165031;1;2020-10-14 00:00:00.000;2024-12-01 00:00:00.000;13.03646;13.04;18.95; ;P0206
ATOPIC PIEL GEL DE BAÑO 750 ML;165032;0;2021-09-16 00:00:00.000;NULL;20.86;20.86;23.95; ;P0206
ATOPIC PIEL OLLEODUCHA EXTREME 200 ML;165033;0;2017-06-09 00:00:00.000;NULL;10.3105;10.31;18.95; ;P0206
RESPIBEBE KIT COMPLETO ASPIRADOR NASAL BEBE 10 R;165036;0;2016-12-03 00:00:00.000;NULL;4.219;4.22;6.16; ;P0111
TETINA SILICONA NUK FIRST CHOICE T-1 M;165038;1;2023-08-22 00:00:00.000;NULL;6.72646;6.73;9.95; ;P2801
TETINA SILICONA NUK FIRST CHOICE T-2 L;165039;1;2023-11-15 00:00:00.000;NULL;6.41096;6.41;9.95; ;P2801
CUMLAUDE LAB: SUMMUM RADIANCE CREMA 40 ML;165042;0;2021-11-23 00:00:00.000;NULL;29.8556;29.86;45.95;0006;P0727
NUTRATOPIC PRO-AMP GEL DE BAÑO PIEL ATOPICA 400;165044;3;2023-03-21 00:00:00.000;NULL;11.481;11.37;16.5; ;P0666
MIGRANELA ARKOPHARMA 48 CAPSULAS;165072;0;2019-10-28 00:00:00.000;NULL;6.04902;6.05;8.95; ;P1016
ARKOCAPIL FORTE 60 CAPS;165073;0;2022-07-23 00:00:00.000;NULL;17.30042;14.45;26.8; ;P1016
BRUDY PIO 1.5 G 90 CAPS;165081;1;2023-11-01 00:00:00.000;2025-12-01 00:00:00.000;39.00114;39;56.9; ;P1651
JERINGA DE INSULINA C/A ICO (PLUS 3 1 ML A:0.33;165092;0;2017-06-16 00:00:00.000;NULL;1.893;1.89;2.95; ;P0906
NUTRITIC INTENSE RICHE LA ROCHE POSAY TARRO 50 M;165096;0;2023-09-13 00:00:00.000;NULL;16.107;16.38;24.5; ;P0508
BIBERON 0 BPA BA DR BROWN´S NATURAL FLOW ROSA 24;165098;0;2017-11-09 00:00:00.000;NULL;10.6639;10.66;13.95; ;P0137
BIBERON BA CON TETINA DE NIVEL 2 DR BROWN´S NATU;165102;0;2018-02-09 00:00:00.000;NULL;7.6351;7.64;12.95; ;P0137
LACER PASTA CON FLUOR 5 ML 3 TUBOS;165113;0;2019-07-30 00:00:00.000;NULL;3.10452;3.1;4.5; ;P0318
INTELECTUM STUDY 30 CAPS;165120;0;2022-01-16 00:00:00.000;NULL;8.78;8.78;13.26; ;P1016
AGUJA PARA PLUMAS ESTERIL BD 31 G (0.25 MM X 5 M;165125;0;2022-10-08 00:00:00.000;NULL;14.97216;14.97;21.85; ;P0737
AGUJA BD 31 G (0.25 MM X 8 MM) 100 U/CAJA;165127;1;2023-11-08 00:00:00.000;2028-03-01 00:00:00.000;5.0687;5.07;21.95; ;P0737
AGUJA PARA PLUMAS ESTERIL BD 29 G (0.33 MM X 12.;165128;0;2021-05-14 00:00:00.000;NULL;18.3623;15.61;26.81; ;P0737
VASELIX 20% SALICILICO 60 ML;165135;0;2023-03-03 00:00:00.000;NULL;15.88858;15.89;21.95; ;P0599
FILVIT ANTIPIOJOS DIMETICONA 125 ML;165171;2;2023-08-29 00:00:00.000;NULL;17.61752;17.62;23.95; ;P0320
CUMLAUDE LAB: ADVANCE ORAL 30 COMP;165187;0;2016-07-29 00:00:00.000;NULL;13.1508;13.15;22.95;0006;P0727
SENSILIS UPGRADE LIPOLIFTING SPF15 CUELLO ESCOTE;165200;0;2016-01-22 00:00:00.000;NULL;24.9119;24.91;43.5;0006;P0727
TETINA SILICONA NUK FIRST CHOICE T-1 S;165204;1;2022-10-24 00:00:00.000;NULL;8.0263;8.03;10.5; ;P2801
TETINA SILICONA NUK FIRST CHOICE T-1 L;165205;0;2017-07-25 00:00:00.000;NULL;4.6105;4.92;7.5; ;P2801
TETINA SILICONA NUK FIRST CHOICE T-2 S;165206;0;2015-05-26 00:00:00.000;NULL;4.3918;4.48;6.95; ;P2801
TETINA SILICONA NUK FIRST CHOICE T-2  M;165207;1;2023-03-16 00:00:00.000;2026-11-01 00:00:00.000;4.2315;4.23;6.1; ;P2801
ACOFARDERM CREMA CORPORAL ACEITE DE ARGAN 1 ENVA;165214;0;NULL;NULL;0;0;0;0001;P0942
NUTRIBEN 8 CEREALES 600 G;165240;1;2023-11-20 00:00:00.000;2025-05-01 00:00:00.000;4.63424;4.63;5.5; ;P0882
GYNOPHILUS 14 CAPS VAGINALES;165249;0;2017-01-24 00:00:00.000;NULL;10.3913;10.39;17.77; ;P0452
OFTAN MACULA OMEGA 90 CAPS;165253;0;2023-06-07 00:00:00.000;NULL;26.9588;27.3;40.36; ;P0152
VICHY HOMME CODE PURETE GEL LIMP. ROSTRO 100ML;165267;0;2013-11-27 00:00:00.000;NULL;5.5446;5.54;8.95; ;P0124
OZOVIT MP SUSPENSION ORAL POLVO 100 G;165288;0;2020-01-28 00:00:00.000;NULL;16.5191;16.52;23.75; ;P0440
COLGATE DURAPHAT ENJUAGUE BUCAL 400 ML;165295;0;2013-08-07 00:00:00.000;NULL;16.5613;16.56;22.95; ;P0370
NEUTROGENA TARRO CORP. REP INTENSA 300 ML 2U ROJ;165296;0;2019-07-31 00:00:00.000;NULL;12.60738;12.44;19; ;P0063
VITIS ENCIAS PACK COL 500ML+PASTA 100ML;165299;31;2023-01-04 00:00:00.000;2025-02-01 00:00:00.000;10.1547;10.1;14.5; ;P0734
VITIS ORTHODONTIC PACK PASTA 100ML+COL 500ML;165300;6;2023-01-04 00:00:00.000;2025-03-01 00:00:00.000;10.5045;10.4;14.95; ;P0734
DESENSIN PASTA DENTAL + COLUTORIO PACK;165301;4;2023-01-04 00:00:00.000;2024-12-01 00:00:00.000;9.8923;9.89;13.95; ;P0734
VICHY HOMME CODE PURETE FLUIDO 50 ML;165307;0;2013-11-27 00:00:00.000;NULL;10.7049;10.7;16.95; ;P0124
OMEGABIANE CAPELAN BORRAJA 100 CAPS;165312;0;2018-01-30 00:00:00.000;NULL;19.3502;19.35;25.95;0032;P1175
NEOSTRATA GEL SALIZINC 50 ML;165318;4;2023-11-10 00:00:00.000;2024-12-01 00:00:00.000;16.934778;18.08;25.5; ;P0276
BELCILS MASCARA PRECISION 12 ML;165319;0;2019-11-09 00:00:00.000;NULL;9.749;9.75;17.95; ;P0599
HEMORRITE CRYOTHERAPY DSPOSITIVO RECTAL;165323;0;2016-03-05 00:00:00.000;NULL;44.384;44.38;56.65; ;P0670
GAFAS DE SOL NIÑO WENDY;165333;0;2023-09-21 00:00:00.000;NULL;11.642;11.64;17.5; ; 
GAFAS DE SOL NIÑO ZEBRA;165334;2;2023-05-30 00:00:00.000;NULL;11.642;11.64;17.5; ; 
LAMBDAPIL ANTICAIDA 60 CAPS.;165335;0;2022-11-25 00:00:00.000;NULL;18.90458;18.9;22.95; ;P0666
GAFAS DE SOL HAPPY;165336;0;2023-04-17 00:00:00.000;NULL;11.642;11.64;16.95; ; 
PHYSIORELAX FORTE 75 ML;165337;1;2023-11-02 00:00:00.000;NULL;7.6982;7.7;9.5; ;P0711
PHYSIORELAX FORTE 250 ML;165338;3;2023-09-13 00:00:00.000;2027-11-01 00:00:00.000;14.28584;14.28;21.5; ;P0711
ARTELAC REBALANCE ESTERIL GOTAS OCULARES 30 MONO;165339;0;2018-10-02 00:00:00.000;NULL;10.7835;10.78;17.95; ;P0712
BEPANTHOL COLIRIO ESTERIL MONODOSIS 0.5 ML10 U;165341;0;2019-07-16 00:00:00.000;NULL;6.676;6.68;9.1; ;P0043
ANDRODHA 60 CAPSULAS BLANDAS;165344;0;2016-03-22 00:00:00.000;NULL;20.7598;20.76;30.02; ;P0193
NEORETIN DISCROM CONTROL GEL CREAM 40 ML;165349;2;2023-11-10 00:00:00.000;2024-05-01 00:00:00.000;25.674128;25.67;38.5; ;P0276
NEORETIN DISCROM CONTROL SERUM BOOSTER FLUID 30;165350;3;2023-11-10 00:00:00.000;NULL;25.674128;25.67;38.5; ;P0276
ISO-UREA MD BAUME PSORIASIS LA ROCHE POSAY 100 M;165355;0;2021-02-05 00:00:00.000;NULL;12.09;12.09;18.95; ;P0508
LIFTACTIV SERUM 10 OJOS Y PESTAÑAS 15 ML;165356;0;2022-10-25 00:00:00.000;NULL;21.82;21.82;32.95; ;P0124
KUKIDENT PRO DOBLE ACCION 60 G;165379;6;2023-10-19 00:00:00.000;2025-01-01 00:00:00.000;9.6918;9.69;15.5;0231;P0112
AL SENSE DETECTOR PERDIDAS DE LIQUIDO AMNIOTICO;165380;0;2020-01-21 00:00:00.000;NULL;11.989;11.99;17.95;0084;P1595
BEPANTHOL (RINOBANEBALM) GEL NASAL 10 GRAMOS;165382;0;2018-09-20 00:00:00.000;NULL;3.4407;3.35;5.95; ;P0043
SKINCEUTICALS REDNESS NEUTRALIZER TUBO 50 ML;165386;2;2023-05-26 00:00:00.000;NULL;53.1842136;53.18;79.95; ;P0510
SKINCEUTICALS NECK CHESTE AND HAND RECOVERY 60 M;165387;0;2019-11-22 00:00:00.000;NULL;51.782384;51.78;78.9; ;P0510
SKINCEUTICALS BODY ZONE RETEXTURING GEL TUBO 200;165389;2;2020-04-28 00:00:00.000;NULL;50.7039;49.8;73.8; ;P0510
SKINCEUTICALS BODY TIGHTENING CONCENTRATE 150ML;165390;1;2021-11-22 00:00:00.000;NULL;51.328695;51.33;81; ;P0510
SENSILIS IDYLLIC ANTIEDAD 50 ML;165400;0;2018-10-30 00:00:00.000;NULL;67.6274;67.63;116.95;0006;P0727
COMODYNES RADIANT TONER PIEL MIXTA Y GRASA TONIC;165401;0;2013-07-03 00:00:00.000;NULL;7.2983;7.36;11.95;0006;P0727
COMODYNES RADIANT TONER PIEL NORMAL Y MIXTA TONI;165403;0;2013-02-22 00:00:00.000;NULL;7.7283;7.73;12.95;0006;P0727
MULTILIND GEL DE BAÑO 1 ENVASE 500 ML;165419;0;2021-12-17 00:00:00.000;NULL;13.99558;0;19.95; ;P0805
WELEDA DESODORANTE DE ROSA SPRAY 100 ML;165452;0;2018-06-05 00:00:00.000;NULL;10.3;10.3;14.1;0032;P0205
COMPLEXE 5 CONCENTRADO RENE FURTERER 50 ML;165454;2;2023-07-13 00:00:00.000;NULL;26.9563;26.96;39.95;0236;P0147
FOTOPROTECTOR ISDIN COMPACT SPF-50+ BRONCE;165455;0;2023-03-17 00:00:00.000;NULL;17.0275;16.51;24.95; ;P0666
MORDEDOR SUAVINEX MASAJE GINGIVAL;165467;0;2015-10-06 00:00:00.000;NULL;4.1979;4.2;6.5; ;P0815
ATLANTIA GEL DE ALOE VERA PURO 250 ML;165481;0;NULL;NULL;0;0;0; ;P0166
PENDIENTE DE ASIGNACIÓN;165499;0;NULL;NULL;0;0;0; ; 
JUANETES  APOSITO ADHESIVO GELASTIC LOSAN GELAST;165527;0;NULL;NULL;0;0;0; ;P0627
SEIDIFERTY 60 CAPS;165540;0;2021-03-13 00:00:00.000;NULL;59.49874;59.5;86.88; ;P0534
BLEMIL PLUS 3 CRECIMIENTO CON CEREALES 400 G;165541;0;NULL;NULL;0;0;0; ;P0642
LAMBDAPIL ANTICAIDA LOCIÓN 20 AMP.;165561;0;2022-11-04 00:00:00.000;NULL;37.2921;37.29;55.95; ;P0666
POLYSIANES CREMA DE MONOI KLORANE 200 ML;165576;0;2019-09-06 00:00:00.000;NULL;6.4286;6.38;22.5;0144;P0147
GOIBI ANTIMOSQUITOS NATURE SPRAY CITRONEL 100 ML;165584;5;2023-01-30 00:00:00.000;2025-03-01 00:00:00.000;5.04;5.04;8.5; ;P0111
VITAFARDI C-B12 20 SOBRES MONODOSIS;165586;0;2016-10-04 00:00:00.000;NULL;12.1356;12.14;16.95; ;P0189
SOMATOLINE ZONAS REBELDES 100;165587;0;NULL;NULL;23.73;23.73;0; ;P0315
SUAVINEX DOSIFICADOR FORMULA Y CEREALES EN POLVO;165592;3;2023-09-19 00:00:00.000;NULL;4.9505736;4.95;7.5; ;P0815
DESENSIN REPAIR PASTA 75 ML;165593;9;2023-07-19 00:00:00.000;NULL;4.8154;4.8;7.25;0099;P0734
MASK PLUS GEL 30 ML;165595;4;2023-11-10 00:00:00.000;2024-04-01 00:00:00.000;25.4419;24.59;38.5; ;P0276
TIRITAS APOSITO ADHESIVO TRANSPARENTE 2 TAMAÑOS;165607;0;2017-07-13 00:00:00.000;NULL;4.2827;4.28;5.5; ;P0577
AFTUM FILM 10 ML;165612;0;2016-11-03 00:00:00.000;NULL;9.7921;9.79;12.95; ;P0599
L- CARNITINA CONATAL AMPOLLA BEBIBLE 14 AMPOLLAS;165618;0;NULL;NULL;0;0;0; ;P1065
AXOVITAL CREMA ANTIARRUGAS DIA SPF 15 PREMIUM GO;165623;0;2016-04-25 00:00:00.000;NULL;11.2255;11.47;20.5;0006;P0727
CEPILLO INTERDENTAL ELECTRICO SONICARE AIRFLOSS;165632;0;2013-10-02 00:00:00.000;NULL;69.94;69.94;99.95; ;P1122
MASK HIDRA 50 ML;165653;0;2016-06-21 00:00:00.000;NULL;11.9638;11.96;19.95; ;P0276
MASK CLEAN 150 ML;165655;1;2022-09-02 00:00:00.000;2024-05-01 00:00:00.000;13.45292;13.45;16.5; ;P0276
MASK REPAIR 50 ML;165656;0;2017-02-01 00:00:00.000;NULL;17.8447;17.84;26.84; ;P0276
BIBERON NUK PC SILIC T1M 300 ML;165667;0;2023-03-16 00:00:00.000;NULL;5.6979;5.7;8.15; ;P2801
BIBERON 0 BPA FC+ PP SILICONA NUK FIRST CHOICE+;165669;0;2023-03-16 00:00:00.000;NULL;5.6979;5.87;8.15; ;P2801
LIPOGRASIL GESTOR DE GRASA 60 COMP;165682;0;2016-04-30 00:00:00.000;NULL;26.1572;26.16;36.95; ;P0611
LIPOGRASIL DREN 8G 14 SOBRES CITRICOS;165683;0;2016-04-28 00:00:00.000;NULL;13.28;14.06;21.5; ;P0609
AQUILEA RELAX 7 CAPSULAS PARA INFUSION;165684;0;2016-05-01 00:00:00.000;NULL;4.16;4.16;5.2; ;P0736
AQUILEA DEPURA 7 CAPSULAS PARA INFUSION;165685;0;2015-01-14 00:00:00.000;NULL;3.02;3.02;5.2; ;P0736
